cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
the posh slut at the bbc bolshevik broadcasting corporation was literally flicking her bean send the fake ugees to her town illiberals love getting raped,0,2,hate_speech,neither
i agree some people in america do not know the truths about this political system of sharia law i do not want that in america i will not accept such savagry on women and children,1,2,offensive_language,neither
pfft they do not let the ghetto types on the campus it would be a long walk to get from lee park to the hood,1,2,offensive_language,neither
i don't know what you been told but i love them project hoes,2,1,neither,offensive_language
user oh yeah because jihadists love babies and moms yeah k,1,2,offensive_language,neither
u a nurse you a clown boy you music is trash i dare you say something back i bury your bit,1,2,offensive_language,neither
bitches broken heart,2,1,neither,offensive_language
do not think for even a moment that the un wasn t involved in making that happen c mon now the same un that is allowing white genocide in south africa and pushing for white replacement or genocide in larger more established countries,1,2,offensive_language,neither
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,0,1,hate_speech,offensive_language
stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it faggot,0,1,hate_speech,offensive_language
number liners are old oredi bitches we old old dumb,2,1,neither,offensive_language
he a lazy faggot who searched some shitty site and copied the thumbnail instead of the full resolution image mobile is a guess because the low effort poster will glance at the number screen grunt seems legit and post worthless vomit,1,0,offensive_language,hate_speech
president trump i applaud you for highlighting the moslem issue ban islam speak freely,2,0,neither,hate_speech
aside from philly allentown harrisburg and south central pa spic cities pa is an absolute glorious dream when you get to the country specially western pa if you get away from everything it a perfect place to raise a family,2,0,neither,hate_speech
if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car,1,2,offensive_language,neither
you are going to heaven furry faggot jk hell for you,0,1,hate_speech,offensive_language
user user that if they can navigate round the dinghy filled so called refugees mostly men on there way from france,1,2,offensive_language,neither
how ghetto girls start their fights,1,2,offensive_language,neither
every time i see the australian abc publically funded broadcaster advertising trans gay mardi gras i feel physically sick i literally get a bad taste in my mouth perhaps its time i should start insisting that the number normies get number of the funding for promotion of wholesome standards,0,2,hate_speech,neither
all women who do not have felonies have the right to vote in this country where are you getting this info,2,0,neither,hate_speech
drop it down for a niggah,1,0,offensive_language,hate_speech
socialjustice shs im shocked to see that there was a film back in the day showing a women would rather kill herself than get raped by a black man implying black men are rapist absurd,2,0,neither,hate_speech
you all rappers talkin bout i got your bitch instagram got your bitch kanye west,2,1,neither,offensive_language
hey dicklicker it says im happily divorced not bitter homophobic im not scared of queers i hate em fudg,0,2,hate_speech,neither
the fucking royals bitch work,0,1,hate_speech,offensive_language
user aint he bisexual an lgbt king of gays even his mind,1,2,offensive_language,neither
syrians are arabs why didnt they run to saudi kuwait qatar eh syrians do not speak german either syrians have run to the money vile gimmegrants,1,0,offensive_language,hate_speech
your talking to every hick in san antonio i ride with a big 45 in the console,1,2,offensive_language,neither
user u number gay my man,1,2,offensive_language,neither
the weirdest moment in house of number corpses is when the old rob zombie ass redneck grandpa name drops jimmy olsen aka the superman character no one cares about,1,2,offensive_language,neither
unpopular opinion wearing dg in number is racist and i will assume you hate asians and gay rights,1,2,offensive_language,neither
it's comfortable but niccas like me say com tha ble smh,0,1,hate_speech,offensive_language
ghetto ass mofos,2,1,neither,offensive_language
muslim girls can t ride ferris wheels,1,2,offensive_language,neither
why should i want my descendant future tied to somali immigrants or their children how is that in their best interest,1,2,offensive_language,neither
it why they behave like animals no matter where you put them they will destroy anything of value black people want to claim we are the racists but then why do they move out of the ghetto once they have success even they do not want to live around their own kind,0,2,hate_speech,neither
number incidents of harassment reported since trump won that number seems small considering there close to number million criminal illegals that need to gtfo maga gabfam speakfreely,1,2,offensive_language,neither
more telling was the photo on the bridge with all but one person desperately trying to help the one that did not was a muslim walking past talking on the phone did not even care,1,2,offensive_language,neither
fucking chinks in clash of clans always fuck me up bitch ass kamikaze faggots,0,1,hate_speech,offensive_language
